SYMBOL,Gene,Feature
RN7SL48P,ENSG00000266710,ENST00000579283
PHKA2,ENSG00000044446,ENST00000486231
PHKA2,ENSG00000044446,ENST00000379942
PHKA2,ENSG00000044446,ENST00000469645
PDHA1,ENSG00000131828,ENST00000478795
PDHA1,ENSG00000131828,ENST00000492364
MAP3K15,ENSG00000180815,ENST00000518578
PDHA1,ENSG00000131828,ENST00000481733
PDHA1,ENSG00000131828,ENST00000422285
PDHA1,ENSG00000131828,ENST00000379805
MAP3K15,ENSG00000180815,ENST00000359173
PDHA1,ENSG00000131828,ENST00000423505
PDHA1,ENSG00000131828,ENST00000479146
MAP3K15,ENSG00000180815,ENST00000338883
PDHA1,ENSG00000131828,ENST00000545074
PDHA1,ENSG00000131828,ENST00000379804
PDHA1,ENSG00000131828,ENST00000540249
MAP3K15,ENSG00000180815,ENST00000470101
PDHA1,ENSG00000131828,ENST00000355808
PDHA1,ENSG00000131828,ENST00000379806
MED14,ENSG00000180182,ENST00000324817
SLC9A7,ENSG00000065923,ENST00000328306
PGAM1P7,ENSG00000213997,ENST00000413837
SLC9A7,ENSG00000065923,ENST00000489574
SLC9A7,ENSG00000065923,ENST00000616978
NUDT10,ENSG00000122824,ENST00000376006
NUDT10,ENSG00000122824,ENST00000356450
,,ENSR00002135450
CTD-2267G17.2,ENSG00000225957,ENST00000438584
BRAFP1,ENSG00000224775,ENST00000445336
COL4A6,ENSG00000197565,ENST00000394872
COL4A6,ENSG00000197565,ENST00000545689
COL4A6,ENSG00000197565,ENST00000334504
COL4A6,ENSG00000197565,ENST00000538570
COL4A6,ENSG00000197565,ENST00000372216
COL4A6,ENSG00000197565,ENST00000621266
HSPA8P1,ENSG00000234176,ENST00000425843
RBMY1A3P,ENSG00000197038,ENST00000382670
RP11-441G8.1,ENSG00000275310,ENST00000610661
RBMY1A3P,ENSG00000197038,ENST00000382670
RP11-441G8.1,ENSG00000275310,ENST00000610661
MT-CO2,ENSG00000198712,ENST00000361739
MT-TM,ENSG00000210112,ENST00000387377
MT-TV,ENSG00000210077,ENST00000387342
MT-ATP6,ENSG00000198899,ENST00000361899
MT-TD,ENSG00000210154,ENST00000387419
MT-TG,ENSG00000210164,ENST00000387429
MT-ND3,ENSG00000198840,ENST00000361227
MT-TA,ENSG00000210127,ENST00000387392
MT-TI,ENSG00000210100,ENST00000387365
MT-TC,ENSG00000210140,ENST00000387405
MT-ATP8,ENSG00000228253,ENST00000361851
MT-RNR2,ENSG00000210082,ENST00000387347
MT-TW,ENSG00000210117,ENST00000387382
MT-ND4L,ENSG00000212907,ENST00000361335
MT-TK,ENSG00000210156,ENST00000387421
MT-TQ,ENSG00000210107,ENST00000387372
MT-TL1,ENSG00000209082,ENST00000386347
MT-TN,ENSG00000210135,ENST00000387400
MT-ND4,ENSG00000198886,ENST00000361381
MT-CO3,ENSG00000198938,ENST00000362079
MT-TS1,ENSG00000210151,ENST00000387416
MT-TR,ENSG00000210174,ENST00000387439
MT-RNR1,ENSG00000211459,ENST00000389680
MT-ND2,ENSG00000198763,ENST00000361453
MT-ND1,ENSG00000198888,ENST00000361390
MT-CO1,ENSG00000198804,ENST00000361624
MT-TY,ENSG00000210144,ENST00000387409
,,ENSR00002130254
MT-ND1,ENSG00000198888,ENST00000361390
MT-CO1,ENSG00000198804,ENST00000361624
MT-TY,ENSG00000210144,ENST00000387409
MT-ND2,ENSG00000198763,ENST00000361453
MT-RNR1,ENSG00000211459,ENST00000389680
MT-TS1,ENSG00000210151,ENST00000387416
MT-CO3,ENSG00000198938,ENST00000362079
MT-TR,ENSG00000210174,ENST00000387439
MT-TN,ENSG00000210135,ENST00000387400
MT-TL1,ENSG00000209082,ENST00000386347
MT-TQ,ENSG00000210107,ENST00000387372
MT-ND4,ENSG00000198886,ENST00000361381
MT-ND4L,ENSG00000212907,ENST00000361335
MT-TK,ENSG00000210156,ENST00000387421
MT-RNR2,ENSG00000210082,ENST00000387347
MT-ATP8,ENSG00000228253,ENST00000361851
MT-TC,ENSG00000210140,ENST00000387405
MT-TI,ENSG00000210100,ENST00000387365
MT-TW,ENSG00000210117,ENST00000387382
MT-TG,ENSG00000210164,ENST00000387429
MT-ND3,ENSG00000198840,ENST00000361227
MT-TA,ENSG00000210127,ENST00000387392
MT-ATP6,ENSG00000198899,ENST00000361899
MT-CO2,ENSG00000198712,ENST00000361739
MT-TM,ENSG00000210112,ENST00000387377
MT-TV,ENSG00000210077,ENST00000387342
MT-TD,ENSG00000210154,ENST00000387419
RP11-34P13.7,ENSG00000238009,ENST00000477740
RP11-34P13.7,ENSG00000238009,ENST00000466430
,,ENSR00001740132
,,
,,ENSR00001740942
,,ENSR00000668705
,,
,,
TNFRSF1B,ENSG00000028137,ENST00000376259
TNFRSF1B,ENSG00000028137,ENST00000492361
,,ENSR00001742394
ARHGEF19,ENSG00000142632,ENST00000478210
ARHGEF19-AS1,ENSG00000234166,ENST00000457809
ARHGEF19,ENSG00000142632,ENST00000478117
ARHGEF19,ENSG00000142632,ENST00000270747
ARHGEF19,ENSG00000142632,ENST00000449495
PADI6,ENSG00000276747,ENST00000619609
,,ENSR00001517838
RCC2,ENSG00000179051,ENST00000474892
RCC2,ENSG00000179051,ENST00000375436
RCC2,ENSG00000179051,ENST00000375433
AC004824.1,ENSG00000266727,ENST00000583469
,,
HSPG2,ENSG00000142798,ENST00000453796
HSPG2,ENSG00000142798,ENST00000493940
HSPG2,ENSG00000142798,ENST00000374695
RN7SL386P,ENSG00000273610,ENST00000485776
CELA3B,ENSG00000219073,ENST00000374666
RNU6-1022P,ENSG00000201919,ENST00000365049
CELA3B,ENSG00000219073,ENST00000400277
CELA3B,ENSG00000219073,ENST00000337107
CELA3B,ENSG00000219073,ENST00000473526
LYPLA2,ENSG00000011009,ENST00000374503
LYPLA2,ENSG00000011009,ENST00000374501
GALE,ENSG00000117308,ENST00000467493
LYPLA2,ENSG00000011009,ENST00000374505
GALE,ENSG00000117308,ENST00000418277
GALE,ENSG00000117308,ENST00000425913
GALE,ENSG00000117308,ENST00000486382
GALE,ENSG00000117308,ENST00000470949
GALE,ENSG00000117308,ENST00000429356
GALE,ENSG00000117308,ENST00000470383
LYPLA2,ENSG00000011009,ENST00000374514
HMGCL,ENSG00000117305,ENST00000374487
LYPLA2,ENSG00000011009,ENST00000495365
GALE,ENSG00000117308,ENST00000466250
GALE,ENSG00000117308,ENST00000456977
HMGCL,ENSG00000117305,ENST00000235958
HMGCL,ENSG00000117305,ENST00000436439
GALE,ENSG00000117308,ENST00000481736
HMGCL,ENSG00000117305,ENST00000374490
GALE,ENSG00000117308,ENST00000459934
LYPLA2,ENSG00000011009,ENST00000420982
GALE,ENSG00000117308,ENST00000469556
GALE,ENSG00000117308,ENST00000467070
LYPLA2,ENSG00000011009,ENST00000421070
GALE,ENSG00000117308,ENST00000617979
LYPLA2,ENSG00000011009,ENST00000492577
GALE,ENSG00000117308,ENST00000445705
GALE,ENSG00000117308,ENST00000374497
LYPLA2,ENSG00000011009,ENST00000374502
LYPLA2,ENSG00000011009,ENST00000472213
RCAN3,ENSG00000117602,ENST00000374395
RCAN3,ENSG00000117602,ENST00000618490
RCAN3,ENSG00000117602,ENST00000374393
RCAN3,ENSG00000117602,ENST00000630217
RCAN3,ENSG00000117602,ENST00000425530
RCAN3,ENSG00000117602,ENST00000482807
RCAN3,ENSG00000117602,ENST00000610732
RCAN3,ENSG00000117602,ENST00000436717
RCAN3,ENSG00000117602,ENST00000412742
RCAN3,ENSG00000117602,ENST00000616511
RCAN3,ENSG00000117602,ENST00000538532
WDTC1,ENSG00000142784,ENST00000491239
WDTC1,ENSG00000142784,ENST00000361771
WDTC1,ENSG00000142784,ENST00000319394
WDTC1,ENSG00000142784,ENST00000447062
,,ENSR00001745536
AHDC1,ENSG00000126705,ENST00000374011
AHDC1,ENSG00000126705,ENST00000247087
AHDC1,ENSG00000126705,ENST00000487743
AHDC1,ENSG00000126705,ENST00000490295
SNHG3,ENSG00000242125,ENST00000413987
RCC1,ENSG00000180198,ENST00000398958
RCC1,ENSG00000180198,ENST00000427469
RCC1,ENSG00000180198,ENST00000434290
SNORA73B,ENSG00000200087,ENST00000363217
RCC1,ENSG00000180198,ENST00000373833
SNHG3,ENSG00000242125,ENST00000437681
SNORA73A,ENSG00000274266,ENST00000364938
SNHG3,ENSG00000242125,ENST00000447507
RCC1,ENSG00000180198,ENST00000419074
,,ENSR00001745754
,,
RSPO1,ENSG00000169218,ENST00000356545
RSPO1,ENSG00000169218,ENST00000612451
RSPO1,ENSG00000169218,ENST00000615459
RSPO1,ENSG00000169218,ENST00000401068
RP5-1198O20.4,ENSG00000230615,ENST00000434244
RP5-1198O20.5,ENSG00000227163,ENST00000436802
ZSWIM5,ENSG00000162415,ENST00000359600
TRABD2B,ENSG00000269113,ENST00000435576
TRABD2B,ENSG00000269113,ENST00000606738
RP11-330M19.1,ENSG00000225028,ENST00000445070
AGBL4,ENSG00000186094,ENST00000371839
AGBL4,ENSG00000186094,ENST00000334103
AGBL4,ENSG00000186094,ENST00000371839
ZNF859P,ENSG00000215887,ENST00000502859
AGBL4,ENSG00000186094,ENST00000371838
AGBL4,ENSG00000186094,ENST00000497451
AGBL4,ENSG00000186094,ENST00000371836
EPS15,ENSG00000085832,ENST00000371727
EPS15,ENSG00000085832,ENST00000371733
EPS15,ENSG00000085832,ENST00000371730
RP11-253A20.1,ENSG00000238140,ENST00000424246
EPS15,ENSG00000085832,ENST00000471391
EPS15,ENSG00000085832,ENST00000464478
EPS15,ENSG00000085832,ENST00000465467
ECHDC2,ENSG00000121310,ENST00000487851
ECHDC2,ENSG00000121310,ENST00000371522
ECHDC2,ENSG00000121310,ENST00000492992
ECHDC2,ENSG00000121310,ENST00000487040
ECHDC2,ENSG00000121310,ENST00000495920
ECHDC2,ENSG00000121310,ENST00000544531
ECHDC2,ENSG00000121310,ENST00000544365
ECHDC2,ENSG00000121310,ENST00000358358
ECHDC2,ENSG00000121310,ENST00000460612
ECHDC2,ENSG00000121310,ENST00000371520
ECHDC2,ENSG00000121310,ENST00000543419
ECHDC2,ENSG00000121310,ENST00000488268
ECHDC2,ENSG00000121310,ENST00000480312
ECHDC2,ENSG00000121310,ENST00000463923
ECHDC2,ENSG00000121310,ENST00000479183
ECHDC2,ENSG00000121310,ENST00000467988
ECHDC2,ENSG00000121310,ENST00000536120
ECHDC2,ENSG00000121310,ENST00000479593
ECHDC2,ENSG00000121310,ENST00000498544
ECHDC2,ENSG00000121310,ENST00000476477
ECHDC2,ENSG00000121310,ENST00000493896
ECHDC2,ENSG00000121310,ENST00000487866
ECHDC2,ENSG00000121310,ENST00000486170
,,ENSR00001750006
SSBP3,ENSG00000157216,ENST00000326956
SSBP3,ENSG00000157216,ENST00000533946
SSBP3,ENSG00000157216,ENST00000357475
SSBP3,ENSG00000157216,ENST00000371320
SSBP3,ENSG00000157216,ENST00000525990
SSBP3,ENSG00000157216,ENST00000417664
SSBP3,ENSG00000157216,ENST00000610401
SSBP3,ENSG00000157216,ENST00000371319
,,ENSR00001750295
,,
PRKAA2,ENSG00000162409,ENST00000610361
PRKAA2,ENSG00000162409,ENST00000371244
AC104837.1,ENSG00000221683,ENST00000408756
ARHGAP29,ENSG00000137962,ENST00000482481
ARHGAP29,ENSG00000137962,ENST00000260526
ARHGAP29,ENSG00000137962,ENST00000552844
COL11A1,ENSG00000060718,ENST00000465209
COL11A1,ENSG00000060718,ENST00000358392
COL11A1,ENSG00000060718,ENST00000370096
COL11A1,ENSG00000060718,ENST00000353414
COL11A1,ENSG00000060718,ENST00000512756
,,
,,
,,
NBPF17P,ENSG00000179571,ENST00000401087
HYDIN2,ENSG00000276975,ENST00000614586
LINC00624,ENSG00000278811,ENST00000619867
CHD1L,ENSG00000131778,ENST00000485113
CHD1L,ENSG00000131778,ENST00000469625
CHD1L,ENSG00000131778,ENST00000431239
CHD1L,ENSG00000131778,ENST00000361293
CHD1L,ENSG00000131778,ENST00000369259
CHD1L,ENSG00000131778,ENST00000467213
CHD1L,ENSG00000131778,ENST00000622533
CHD1L,ENSG00000131778,ENST00000488864
CHD1L,ENSG00000131778,ENST00000369258
,,ENSR00001760784
,,ENSR00001760783
,,
,,
HDHD1P2,ENSG00000233792,ENST00000628080
FLG-AS1,ENSG00000237975,ENST00000593011
,,ENSR00001761264
UBAP2L,ENSG00000143569,ENST00000465855
UBAP2L,ENSG00000143569,ENST00000271877
UBAP2L,ENSG00000143569,ENST00000343815
UBAP2L,ENSG00000143569,ENST00000613315
UBAP2L,ENSG00000143569,ENST00000484819
UBAP2L,ENSG00000143569,ENST00000475373
UBAP2L,ENSG00000143569,ENST00000428931
UBAP2L,ENSG00000143569,ENST00000428595
UBAP2L,ENSG00000143569,ENST00000361546
UBAP2L,ENSG00000143569,ENST00000493867
UBAP2L,ENSG00000143569,ENST00000433615
UBAP2L,ENSG00000143569,ENST00000484696
,,ENSR00001761583
BCAN,ENSG00000132692,ENST00000424639
BCAN,ENSG00000132692,ENST00000361588
BCAN,ENSG00000132692,ENST00000479949
BCAN,ENSG00000132692,ENST00000441358
BCAN,ENSG00000132692,ENST00000457777
BCAN,ENSG00000132692,ENST00000496038
BCAN,ENSG00000132692,ENST00000491823
BCAN,ENSG00000132692,ENST00000329117
RP11-284F21.7,ENSG00000229953,ENST00000448869
CRABP2,ENSG00000143320,ENST00000368221
CRABP2,ENSG00000143320,ENST00000368220
CRABP2,ENSG00000143320,ENST00000621784
RP11-66D17.5,ENSG00000223356,ENST00000428641
CRABP2,ENSG00000143320,ENST00000368222
CD1C,ENSG00000158481,ENST00000368170
CD1C,ENSG00000158481,ENST00000443761
,,ENSR00001762420
RP4-798P15.3,ENSG00000254154,ENST00000466953
RP4-798P15.3,ENSG00000254154,ENST00000354921
RP4-798P15.3,ENSG00000254154,ENST00000464428
SEC16B,ENSG00000120341,ENST00000528461
SEC16B,ENSG00000120341,ENST00000495165
SEC16B,ENSG00000120341,ENST00000308284
SEC16B,ENSG00000120341,ENST00000327037
,,
LHX9,ENSG00000143355,ENST00000606127
C1orf53,ENSG00000203724,ENST00000367393
C1orf53,ENSG00000203724,ENST00000542800
C1orf53,ENSG00000203724,ENST00000436652
PKP1,ENSG00000081277,ENST00000477817
PKP1,ENSG00000081277,ENST00000263946
PKP1,ENSG00000081277,ENST00000475988
PKP1,ENSG00000081277,ENST00000622031
PKP1,ENSG00000081277,ENST00000367324
PKP1,ENSG00000081277,ENST00000352845
PPFIA4,ENSG00000143847,ENST00000367240
PPFIA4,ENSG00000143847,ENST00000295706
PPFIA4,ENSG00000143847,ENST00000599966
PPFIA4,ENSG00000143847,ENST00000600426
PPFIA4,ENSG00000143847,ENST00000447715
PPFIA4,ENSG00000143847,ENST00000601609
PPFIA4,ENSG00000143847,ENST00000272198
,,ENSR00001768843
HSPE1P6,ENSG00000232917,ENST00000479457
GOLT1A,ENSG00000174567,ENST00000308302
KISS1,ENSG00000170498,ENST00000367194
GOLT1A,ENSG00000174567,ENST00000475517
KISS1,ENSG00000170498,ENST00000625357
,,ENSR00001769099
C1orf186,ENSG00000263961,ENST00000604113
C1orf186,ENSG00000263961,ENST00000585172
,,ENSR00001769508
KCNK1,ENSG00000135750,ENST00000366620
KCNK1,ENSG00000135750,ENST00000446915
KCNK1,ENSG00000135750,ENST00000366621
KCNK1,ENSG00000135750,ENST00000487728
KCNK1,ENSG00000135750,ENST00000472190
PP2672,ENSG00000279261,ENST00000624397
,,ENSR00001774421
RP11-307O1.1,ENSG00000227854,ENST00000422215
FMN2,ENSG00000155816,ENST00000319653
FMN2,ENSG00000155816,ENST00000447095
PQLC3,ENSG00000162976,ENST00000428481
PQLC3,ENSG00000162976,ENST00000476787
PQLC3,ENSG00000162976,ENST00000487471
PQLC3,ENSG00000162976,ENST00000441908
PQLC3,ENSG00000162976,ENST00000402361
PQLC3,ENSG00000162976,ENST00000445921
PQLC3,ENSG00000162976,ENST00000445402
PQLC3,ENSG00000162976,ENST00000295083
NBAS,ENSG00000151779,ENST00000281513
NBAS,ENSG00000151779,ENST00000441755
NBAS,ENSG00000151779,ENST00000442506
NBAS,ENSG00000151779,ENST00000429842
,,
C2orf70,ENSG00000173557,ENST00000453368
CIB4,ENSG00000157884,ENST00000288861
C2orf70,ENSG00000173557,ENST00000329615
C2orf70,ENSG00000173557,ENST00000479453
C2orf70,ENSG00000173557,ENST00000409392
CIB4,ENSG00000157884,ENST00000403670
BRE,ENSG00000158019,ENST00000379624
BRE,ENSG00000158019,ENST00000342045
BRE,ENSG00000158019,ENST00000344773
BRE,ENSG00000158019,ENST00000361704
BRE,ENSG00000158019,ENST00000379632
,,ENSR00001921765
ALK,ENSG00000171094,ENST00000389048
ALK,ENSG00000171094,ENST00000618119
ALK,ENSG00000171094,ENST00000389048
GALNT14,ENSG00000158089,ENST00000464038
GALNT14,ENSG00000158089,ENST00000424136
GALNT14,ENSG00000158089,ENST00000406653
GALNT14,ENSG00000158089,ENST00000481023
GALNT14,ENSG00000158089,ENST00000486564
GALNT14,ENSG00000158089,ENST00000430167
GALNT14,ENSG00000158089,ENST00000324589
GALNT14,ENSG00000158089,ENST00000349752
GALNT14,ENSG00000158089,ENST00000455477
SLC8A1-AS1,ENSG00000227028,ENST00000631142
SLC8A1-AS1,ENSG00000227028,ENST00000630783
SLC8A1-AS1,ENSG00000227028,ENST00000631330
SLC8A1-AS1,ENSG00000227028,ENST00000599740
SLC8A1,ENSG00000183023,ENST00000407929
SLC8A1-AS1,ENSG00000227028,ENST00000598247
SLC8A1-AS1,ENSG00000227028,ENST00000625234
SLC8A1-AS1,ENSG00000227028,ENST00000625780
SLC8A1-AS1,ENSG00000227028,ENST00000597170
SLC8A1-AS1,ENSG00000227028,ENST00000599956
SLC8A1,ENSG00000183023,ENST00000402441
SLC8A1,ENSG00000183023,ENST00000406391
SLC8A1,ENSG00000183023,ENST00000405269
SLC8A1-AS1,ENSG00000227028,ENST00000631204
SLC8A1-AS1,ENSG00000227028,ENST00000629329
SLC8A1,ENSG00000183023,ENST00000403092
SLC8A1-AS1,ENSG00000227028,ENST00000435515
SLC8A1-AS1,ENSG00000227028,ENST00000631022
SLC8A1,ENSG00000183023,ENST00000406785
SLC8A1-AS1,ENSG00000227028,ENST00000593878
SLC8A1-AS1,ENSG00000227028,ENST00000628471
SLC8A1-AS1,ENSG00000227028,ENST00000627219
SLC8A1-AS1,ENSG00000227028,ENST00000444629
SLC8A1-AS1,ENSG00000227028,ENST00000625381
SLC8A1,ENSG00000183023,ENST00000405901
SLC8A1,ENSG00000183023,ENST00000408028
SLC8A1-AS1,ENSG00000227028,ENST00000593848
SLC8A1-AS1,ENSG00000227028,ENST00000629180
SLC8A1-AS1,ENSG00000227028,ENST00000627108
SLC8A1-AS1,ENSG00000227028,ENST00000625324
SLC8A1,ENSG00000183023,ENST00000332839
SLC8A1-AS1,ENSG00000227028,ENST00000601679
SLC8A1-AS1,ENSG00000227028,ENST00000626098
SLC8A1-AS1,ENSG00000227028,ENST00000631137
SLC8A1-AS1,ENSG00000227028,ENST00000599268
SLC8A1-AS1,ENSG00000227028,ENST00000597385
SLC8A1-AS1,ENSG00000227028,ENST00000630006
SLC8A1-AS1,ENSG00000227028,ENST00000596532
SLC8A1-AS1,ENSG00000227028,ENST00000629157
,,ENSR00001044792
TTC7A,ENSG00000068724,ENST00000484061
TTC7A,ENSG00000068724,ENST00000491786
Metazoa_SRP,ENSG00000281003,ENST00000627333
TTC7A,ENSG00000068724,ENST00000319190
C2orf61,ENSG00000239605,ENST00000496939
TTC7A,ENSG00000068724,ENST00000441914
TTC7A,ENSG00000068724,ENST00000484337
TTC7A,ENSG00000068724,ENST00000409825
TTC7A,ENSG00000068724,ENST00000394850
TTC7A,ENSG00000068724,ENST00000409245
,,ENSR00001924749
AC007680.2,ENSG00000237374,ENST00000416262
AC007682.1,ENSG00000231918,ENST00000440698
AC007680.2,ENSG00000237374,ENST00000447773
,,
PLEK,ENSG00000115956,ENST00000474788
PLEK,ENSG00000115956,ENST00000234313
,,ENSR00001927509
ELMOD3,ENSG00000115459,ENST00000315658
ELMOD3,ENSG00000115459,ENST00000414593
ELMOD3,ENSG00000115459,ENST00000409890
ELMOD3,ENSG00000115459,ENST00000393852
ELMOD3,ENSG00000115459,ENST00000409344
ELMOD3,ENSG00000115459,ENST00000490508
RP11-717A5.2,ENSG00000273196,ENST00000610137
ELMOD3,ENSG00000115459,ENST00000446464
ELMOD3,ENSG00000115459,ENST00000423095
ELMOD3,ENSG00000115459,ENST00000429764
ELMOD3,ENSG00000115459,ENST00000486908
ELMOD3,ENSG00000115459,ENST00000410106
ELMOD3,ENSG00000115459,ENST00000409013
ELMOD3,ENSG00000115459,ENST00000444108
ELMOD3,ENSG00000115459,ENST00000496957
ANKRD36BP2,ENSG00000230006,ENST00000454490
ANKRD36BP2,ENSG00000230006,ENST00000393515
ANKRD36BP2,ENSG00000230006,ENST00000575193
ANKRD36BP2,ENSG00000230006,ENST00000622311
,,
MAP3K2,ENSG00000169967,ENST00000409947
MAP3K2,ENSG00000169967,ENST00000344908
,,ENSR00001934946
LIMS2,ENSG00000072163,ENST00000545738
LIMS2,ENSG00000072163,ENST00000476932
LIMS2,ENSG00000072163,ENST00000413578
LIMS2,ENSG00000072163,ENST00000409286
LIMS2,ENSG00000072163,ENST00000355119
MYO7B,ENSG00000169994,ENST00000428314
LIMS2,ENSG00000072163,ENST00000409254
MYO7B,ENSG00000169994,ENST00000491278
LIMS2,ENSG00000072163,ENST00000466410
LIMS2,ENSG00000072163,ENST00000494613
LIMS2,ENSG00000072163,ENST00000409808
LIMS2,ENSG00000072163,ENST00000582671
MYO7B,ENSG00000169994,ENST00000409090
LIMS2,ENSG00000072163,ENST00000469300
LIMS2,ENSG00000072163,ENST00000409455
LIMS2,ENSG00000072163,ENST00000612860
LIMS2,ENSG00000072163,ENST00000409754
MYO7B,ENSG00000169994,ENST00000409816
LIMS2,ENSG00000072163,ENST00000426981
LIMS2,ENSG00000072163,ENST00000410011
LIMS2,ENSG00000072163,ENST00000324938
LIMS2,ENSG00000072163,ENST00000484252
LIMS2,ENSG00000072163,ENST00000410038
MYO7B,ENSG00000169994,ENST00000496841
MYO7B,ENSG00000169994,ENST00000494959
,,ENSR00001935024
,,
NEB,ENSG00000183091,ENST00000603639
NEB,ENSG00000183091,ENST00000397345
NEB,ENSG00000183091,ENST00000434685
NEB,ENSG00000183091,ENST00000618972
NEB,ENSG00000183091,ENST00000172853
NEB,ENSG00000183091,ENST00000427231
NEB,ENSG00000183091,ENST00000413693
NEB,ENSG00000183091,ENST00000409198
NEB,ENSG00000183091,ENST00000483418
NEB,ENSG00000183091,ENST00000604864
OR7E90P,ENSG00000188668,ENST00000454836
OR7E90P,ENSG00000188668,ENST00000454836
TANC1,ENSG00000115183,ENST00000454300
TANC1,ENSG00000115183,ENST00000470074
TANC1,ENSG00000115183,ENST00000263635
BAZ2B,ENSG00000123636,ENST00000392782
BAZ2B,ENSG00000123636,ENST00000392783
RBMS1,ENSG00000153250,ENST00000491781
RBMS1,ENSG00000153250,ENST00000492283
RBMS1,ENSG00000153250,ENST00000474820
RBMS1,ENSG00000153250,ENST00000348849
RBMS1,ENSG00000153250,ENST00000409972
RBMS1,ENSG00000153250,ENST00000409075
RBMS1,ENSG00000153250,ENST00000392753
RBMS1,ENSG00000153250,ENST00000409289
RBMS1,ENSG00000153250,ENST00000428519
,,ENSR00001939020
PDE11A,ENSG00000128655,ENST00000433879
AC012499.1,ENSG00000229941,ENST00000450227
PDE11A,ENSG00000128655,ENST00000497003
AC012499.1,ENSG00000229941,ENST00000412133
PDE11A,ENSG00000128655,ENST00000286063
PDE11A,ENSG00000128655,ENST00000358450
PDE11A,ENSG00000128655,ENST00000389683
PDE11A,ENSG00000128655,ENST00000409504
WDR75,ENSG00000115368,ENST00000436347
WDR75,ENSG00000115368,ENST00000498365
WDR75,ENSG00000115368,ENST00000427960
WDR75,ENSG00000115368,ENST00000314761
HECW2,ENSG00000138411,ENST00000409111
HECW2,ENSG00000138411,ENST00000260983
PARD3B,ENSG00000116117,ENST00000358768
PARD3B,ENSG00000116117,ENST00000462231
PARD3B,ENSG00000116117,ENST00000406610
PARD3B,ENSG00000116117,ENST00000415947
PARD3B,ENSG00000116117,ENST00000351153
PARD3B,ENSG00000116117,ENST00000471958
PARD3B,ENSG00000116117,ENST00000349953
UNC80,ENSG00000144406,ENST00000272845
SNAI1P1,ENSG00000237194,ENST00000428587
UNC80,ENSG00000144406,ENST00000439458
ERBB4,ENSG00000178568,ENST00000484594
ERBB4,ENSG00000178568,ENST00000402597
ERBB4,ENSG00000178568,ENST00000342788
ERBB4,ENSG00000178568,ENST00000260943
ERBB4,ENSG00000178568,ENST00000436443
MREG,ENSG00000118242,ENST00000424992
MREG,ENSG00000118242,ENST00000439791
MREG,ENSG00000118242,ENST00000620139
MREG,ENSG00000118242,ENST00000263268
PECR,ENSG00000115425,ENST00000442122
MREG,ENSG00000118242,ENST00000420348
AC007563.5,ENSG00000236886,ENST00000447289
TNS1,ENSG00000079308,ENST00000446688
TNS1,ENSG00000079308,ENST00000611415
TNS1,ENSG00000079308,ENST00000171887
TNS1,ENSG00000079308,ENST00000430930
TNS1,ENSG00000079308,ENST00000419504
TNS1,ENSG00000079308,ENST00000615025
,,ENSR00001947091
,,
TRPM8,ENSG00000144481,ENST00000433712
TRPM8,ENSG00000144481,ENST00000409625
TRPM8,ENSG00000144481,ENST00000324695
TRPM8,ENSG00000144481,ENST00000444298
AC005538.5,ENSG00000237581,ENST00000455991
TRPM8,ENSG00000144481,ENST00000355722
LINC01173,ENSG00000280744,ENST00000629370
NDUFA10,ENSG00000130414,ENST00000471378
NDUFA10,ENSG00000130414,ENST00000620965
NDUFA10,ENSG00000130414,ENST00000485344
NDUFA10,ENSG00000130414,ENST00000444548
NDUFA10,ENSG00000130414,ENST00000419408
NDUFA10,ENSG00000130414,ENST00000443626
NDUFA10,ENSG00000130414,ENST00000404554
NDUFA10,ENSG00000130414,ENST00000252711
NDUFA10,ENSG00000130414,ENST00000476216
NDUFA10,ENSG00000130414,ENST00000448880
AGXT,ENSG00000172482,ENST00000476698
AGXT,ENSG00000172482,ENST00000472436
AGXT,ENSG00000172482,ENST00000307503
SLC6A11,ENSG00000132164,ENST00000254488
SLC6A11,ENSG00000132164,ENST00000464828
,,ENSR00001975132
FBLN2,ENSG00000163520,ENST00000421373
FBLN2,ENSG00000163520,ENST00000295760
FBLN2,ENSG00000163520,ENST00000404922
FBLN2,ENSG00000163520,ENST00000492059
FBLN2,ENSG00000163520,ENST00000295761
LINC00620,ENSG00000224514,ENST00000438915
AC093611.2,ENSG00000265457,ENST00000584493
LINC00620,ENSG00000224514,ENST00000419618
WNT7A,ENSG00000154764,ENST00000285018
WNT7A,ENSG00000154764,ENST00000285018
CLASP2,ENSG00000163539,ENST00000487200
CLASP2,ENSG00000163539,ENST00000359576
CLASP2,ENSG00000163539,ENST00000333778
CLASP2,ENSG00000163539,ENST00000399362
CLASP2,ENSG00000163539,ENST00000480013
CLASP2,ENSG00000163539,ENST00000468888
CLASP2,ENSG00000163539,ENST00000461133
CLASP2,ENSG00000163539,ENST00000313350
CAMP,ENSG00000164047,ENST00000296435
,,ENSR00001980994
CELSR3,ENSG00000008300,ENST00000164024
,,ENSR00001981073
SEMA3G,ENSG00000010319,ENST00000465657
SEMA3G,ENSG00000010319,ENST00000475739
SEMA3G,ENSG00000010319,ENST00000231721
,,ENSR00001982143
,,
CNTN3,ENSG00000113805,ENST00000263665
ZNF717,ENSG00000227124,ENST00000477374
ZNF717,ENSG00000227124,ENST00000471541
ZNF717,ENSG00000227124,ENST00000468296
ZNF717,ENSG00000227124,ENST00000478296
